ein,org_name,website,state,ntee_code,mission_snippet,total_revenue,employee_count,new_icp_score
463395393,GATEWAY WELLNESS FOUNDATION,GATEWAYWELLNESSFOUNDATION.ORG,NC,P99,TO IMPROVE THE HEALTH AND WELL-BEING OF ALL PEOPLE AND COMMUNITIES WITHIN ALL COUNTIES OF WESTERN NORTH CAROLINA.,2733893.00,7,9
453810502,CAROLINA ABORTION FUND,HTTPS://WWW.CAROLINAABORTIONFUND.ORG,NC,E42,"The Carolina Abortion Fund supports individuals who have decided to have an abortion by providing financial, logistical, and emotional support.",2709034.00,6,9
471339945,Little Lambs Foundation for Kids Inc,www.littlelambsofutah.org,UT,P20,Little Lambs is impacting the lives of thousands of Utah children by providing basic essentials through the Little Lambs healthy babies monthly diaper assistance program. The Little Lambs comfort kit ,2647241.00,3,9
911307991,GIG HARBOR PENINSULA FISH,WWW.GHPFISH.ORG,WA,P600,TO OPERATE A LOCAL FOOD BANK AND PROVIDE OTHER AID AS NECESSARY TO RESIDENTS IN FINANCIAL NEED.,2467568.00,3,9
521903777,AMERICAN FRIENDS OF RABIN MEDICAL CENTER,WWW.AFRMC.ORG,NY,E99J,"AMERICAN FRIENDS OF RABIN MEDICAL CENTER PROVIDES RESOURCES TO RABIN MEDICAL CENTER IN ORDER TO FURTHER THEIR EXEMPT PURPOSE. THESE RESOURCES ARE USED TO SUPPORT MEDICAL EXCHANGE FELLOWS,SPECIAL PROJE",2408295.00,3,9
233027589,Amigos de Jesus,WWW.AMIGOSDEJESUS.ORG,PA,P70,"THE AMIGOS DE JESUS FAMILY IS A SANCTUARY OF HOPE, HEALING AND TRANSFORMATION IN HONDURAS WHERE VULNERABLE CHILDREN AND YOUNG ADULTS THRIVE AND DISCOVER THEIR GOD-GIVEN POTENTIAL.",2388598.00,6,9
750945926,UNITED WAY OF MIDLAND INC,WWW.UWMIDLAND.ORG,TX,P19,TO IMPROVE THE QUALITY OF LIFE IN MIDLAND BY UNITING COMMUNITY RESOURCES WITH IDENTIFIED NEEDS.,2343122.00,9,9
320112866,MAJELLA CARES,HTTPS://HEROICMEDIA.ORG,TX,P40,Heroic Medias mission is to reach and connect Americans to resources that empower them to save lives from abortion.,2294505.00,6,9
262188491,MARYLAND PATIENT SAFETY CENTER INC,WWW.MARYLANDPATIENTSAFETY.ORG,MD,E192,"TO DEVELOP AND IMPLEMENT STRATEGIES TO IMPROVE THE SAFETY OF PATIENT CARE IN MARYLAND. MPSC CONVENES PROVIDERS, PATIENTS, AND FAMILIES ACROSS THE HEALTHCARE CONTINUUM TO PREVENT AVOIDABLE HARM AND PRO",2225953.00,6,9
851704762,Social Venture Partners Connecticut Inc,svp-ct.org,CT,P20,"To be a catalyst for positive social change by amplifying the impact of Connecticut leaders across nonprofit, government, education and business organization.",2216837.00,10,9
133434781,AMERICAN FRIENDS OF BEIT ISSIE,HTTPS://AFOBIS.ORG/ABOUT-US/,NY,P820,"THE AMERICAN FRIENDS OF BEIT ISSIE SHAPIRO (AFOBIS) IS A NATIONAL NOT FOR PROFIT FUNDRAISING ORGANIZATION WITH REGIONAL OFFICES IN NEW YORK CITY, NORTH MIAMI BEACH, FL AND LOS ANGELES, CA. AFOBIS IS D",2168805.00,3,9
815293025,LIVING WITH HOPE,HTTPS://LIVINGWITHHOPE.NET/,IN,P82,TO DISTRIBUTE WHEELCHAIRS IN KENYA.,1997385.00,3,9
473403988,UOSSM USA,WWW.UOSSM.US,TX,E99,"UOSSM USAS MISSION IS TO PROVIDE IMPARTIAL LIFESAVING SUPPORT, MEDICAL RELIEF AND ACCESS TO QUALITY HEALTHCARE AND MENTAL HEALTH SERVICES TO PEOPLE AND COMMUNITIES AFFECTED BY CRISIS.",1997315.00,3,9
841605731,UNBRIDLED ACTS,WWW.UNBRIDLEDACTS.COM,CO,P50,"TO LOVE PEOPLE TO LIFE, AND EMPOWER THEM TO FLOURISH IN THEIR IDENTITY THROUGH BUILDING AUTHENTIC COMMUNITY, FACILITATING HEALING AND RESTORATION, EMPOWERING IDENTITY, HELPING PEOPLE TO LAUNCH INTO TH",1997158.00,5,9
721519537,JOYFUL HEART FOUNDATION,WWW.JOYFULHEARTFOUNDATION.ORG,NY,P30,"OUR MISSION IS TO TRANSFORM SOCIETY'S RESPONSE TO SEXUAL ASSAULT, DOMESTIC VIOLENCE, AND CHILD ABUSE, SUPPORT SURVIVORS' HEALING, AND END THIS VIOLENCE FOREVER.",1993888.00,6,9
461021073,DREAMWEAVER FOUNDATION,WWW.DREAMWEAVER.ORG,NE,P20,FULFILLING LIFE-LONG DREAMS FOR TERMINALLY ILL SENIORS IN NEED.,1991525.00,8,9
352223180,LINCOLN COUNTY RESOURCE BOARD,WWW.LINCOLNCOUNTYKIDS.ORG,MO,P20,TO DEVELOP AND IMPLEMENT A COMPREHENSIVE SYSTEM OF CARE FOR LINCOLN COUNTY CHILDREN AND FAMILIES IN NEED.,1990591.00,2,9
208618412,EOD WARRIOR FOUNDATION,WWW.EODWARRIORFOUNDATION.ORG,FL,P80,"IMPROVE THE QUALITY OF LIFE FOR THE EOD FAMILY BY PROVIDING EDUCATIONAL, FINANCIAL, AND EMOTIONAL SUPPORT.",1987912.00,10,9
820385747,Bonner Community Food Center Inc,www.foodbank83864.com,ID,P60Z,The mission of Bonner Community Food Center is to assist people in our community with supplemental foods in a time of personal crisis. Vision: Helping families help themselves.Guiding Principles: Cont,1987832.00,9,9
831196554,SUMMIT HEALTH FOUNDATION,WWW.WELLSPAN.ORG,PA,E11,"SUMMIT HEALTH FOUNDATION IS A COMMUNITY-BASED, NON-PROFIT ORGANIZATION FORMED TO SUPPORT WELLSPAN SUMMIT HEALTH, THE CHAMBERSBURG HOSPITAL, WAYNESBORO HOSPITAL AND SUMMIT PHYSICIAN SERVICES AND THEIR ",1982544.00,0,9
205881456,KIDS INTERNATIONAL MINISTRIES INC,KIDSIM.ORG,KS,P70,"KIDS INTERNATIONAL MINISTRIES WAS ORGANIZED FOR THE PURPOSE OF IMPLENTING AND OPERATING ORPHANAGES IN IMPOVERISHED AND/OR UNDERSERVED FOREIGN COUNTRIES TO PROVIDE LONG-TERM AND SHORT--TERM SERVICES, F",1982210.00,6,9
831069410,TOMMY'S PLACE FOUNDATION INC,TOMMYSPLACE.ORG,MA,P99,"TO PROVIDE A VACATION HOME FOR KIDS THAT ARE FIGHTING CANCER. THE ENTIRE FAMILY, EXTENDED FAMILY, AND FRIENDS CAN ALL BE TOGETHER UNDER THE SAME ROOF TO RELAX, MAKE MEMORIES, AND HAVE FUN.",1973908.00,1,9
275011867,THE FLATWATER FOUNDATON,flatwaterfoundation.org,TX,P20,PROVIDE FAMILIES ACCESS TO MENTAL HEALTH SUPPORT WHILE COPING WITH A CANCER DIAGNOSIS.,1973894.00,3,9
341774119,Camelot Center,www.thecamelotcenter.org,OH,E86,The Camelot Center is a PATH Premier Accredited Center that has been in operation since June 1994 as a non-profit equine assisted therapy program and integrated horsemanship program for riders with an,1971967.00,4,9
831344245,MERCY HOUSE INC,HTTPS://WWW.MERCYHOUSEMGM.ORG/,AL,P20,"THE MERCY HOUSE PROVIDES SPIRITUAL, SOCIAL, AND EDUCATIONAL SERVICES TO PEOPLE IN NEED. OUR PURPOSE IS TO REDIRECT LIVES THROUGH THE SERVICES WE PROVIDE.",1969550.00,9,9
471535937,HEALTH CARE FOUNDATION FOR VENTURA,hcfvc.org,CA,E12,"Health Care Foundation for Ventura County, Inc. is dedicated to strengthening, enhancing and augmenting the capacity of Ventura County Health Care Agency, especially their hospitals, Ventura County Me",1968028.00,6,9
853811059,Valley Onward,www.valleyonward.org,CA,P20,Valley Onward seeks to bring equity to all neighborhoods so that all Californians can enjoy the benefits of healthy communities to live long and prosper.,1964173.00,4,9
680430119,Consortium for Children,www.consortforkids.org,CA,P400,CFC's mission is to help children and families flourish by training and supporting the child welfare professionals who serve them. We believe the best outcomes for children are advanced through the us,1957551.00,10,9
474364468,THE PROSPERITY FOUNDATION INC,WWW.TPFCT.ORG,CT,P20,CULTIVATE AND GROW BLACK COMMUNITIES IN CONNECTICUT THROUGH CAPACITY-BUILDING SOLUTIONS. OUR MISSION IS TO CREATE A BRIGHTER FUTURE FOR ALL COMMUNITY MEMBERS AND WORK TOWARD A MORE EQUITABLE SOCIETY F,1956036.00,4,9
363590295,SUBURBAN PRIMARY HEALTH CARE COUNCIL,ACCESSTOCARE.ORG,IL,E32Z,TO FACILITATE ACCESS TO PRIMARY HEALTH CARE SERVICES FOR RESIDENTS OF SUBURBAN COOK COUNTY AND NORTHWEST CHICAGO WHO LACK SUCH ACCESS BECUASE OF FINANCIAL BARRIERS.,1954448.00,9,9
208823606,HELPUSADOPTORG INC,Helpusadopt.org,NY,P31,"Helpusadopt.org is a national financial grant program that helps couples/individuals (regardless of ethnicity, gender, marital status, religion, or sexual orientation) with the cost of their adoptions",1954182.00,6,9
271024497,FOSTER ANGELS OF CENTRAL TEXAS FOUNDATION,WWW.FOSTERANGELSCTX.ORG,TX,P03,THE ORGANIZATIONS MISSION IS TO IMPROVE THE LIVES OF THE CHILDREN IN FOSTER CARE IN CENTRAL TEXAS.,1951334.00,8,9
680040113,SUTTER ROSEVILLE MEDICAL CENTER FOUNDATION,WWW.SUTTERHEALTH.ORG,CA,E12,SEE SCHEDULE O,1950209.00,0,9
134367788,HEROES ON THE WATER INC,WWW.HEROESONTHEWATER.ORG,TX,P80,"TO PROVIDE WELLNESS AND COMMUNITY TO VETERANS, FIRST RESPONDERS, AND THEIR FAMILIES THROUGH NO EXPENSE KAYAK FISHING. TWO PROGRAMS ARE PROVIDED THAT DECREASE ANXIETY AND STRENGTHEN RELATIONSHIPS.",1948194.00,10,9
201766318,WISHES & MORE,WWW.WISHESANDMORE.ORG,MN,P58,WISHES & MORE GRANTS WISHES FOR KIDS FROM BIRTH TO THEIR 19TH BIRTHDAY WITH A TERMINAL OR LIFE-THREATENING CONDITION. EACH WISH CHILD IS AWARDED A SCHOLARSHIP OF HOPE CERTIFICATE AS A REDEEMABLE GRANT,1946681.00,10,9
941294955,VISALIA EMERGENCY AID COUNCIL INC,www.veac.org,CA,P600,FEED AND SHELTER THE POOR,1943269.00,27,9
270699071,AUTISTRY STUDIOS INCORPORATED,WWW.AUTISTRYSTUDIOS.COM,CA,E86,"WE HELP TEENS AND ADULTS WITH AUTISM, AND OTHER LEARNING DIFFERENCES BECOME SUCCESSFULLY INDEPENDENT BY LEVERAGING THEIR INTERESTS AND TALENTS. WE DELIVER SERVICE THROUGH WORKSHOPS, INDIVIDUAL THERAPY",1942471.00,9,9
113839742,GOOD NEIGHBORS INC,WWW.GOODNEIGHBORSHOMEREPAIR.ORG,PA,P20,"TO REPAIR HOMES FOR ANYONE QUALIFIED AT NO COST TO THEM USING DONATED FUNDS AND LOCAL VOLUNTEERS, CONTRACTORS, AND SUPPLIERS. SERVING SOUTHERN CHESTER AND LANCASTER COUNTIES, PA AND NORTHERN NEW CASTL",1939153.00,19,9
450478716,Hope Clinic Inc,www.hopeclinicgwinnett.info,GA,P20,"The mission of the Hope Clinic is to provide the very highest quality of medical care to those with limited or no access to healthcare, and to treat each patient with the utmost respect and kindness w",1935827.00,20,9
900718916,HOUSEPROUD ATLANTA INC,WWW.HOUSEPROUDATLANTA.ORG,GA,P80,"HOUSE PROUD ATLANTA PROVIDES NO-COST REPAIRS TO LOW-INCOME SENIOR HOMEOWNERS LIVING IN THE GREATER DOWNTOWN ATLANTA NEIGHBORHOODS. THE MISSION OF HOUSE PROUD ATLANTA IS TO KEEP HOMEOWNERS, WARM, SAFE ",1933075.00,3,9
261544498,ST CHRISTOPHER TRUCKERS DEVELOPMENT,WWW.TRUCKERSFUND.ORG,TN,E99,"TO PROVIDE ASSISTANCE TO OVER-THE-ROAD SEMI-TRUCK DRIVERS WHO ARE EXPERIENCING FINANCIAL HARDSHIP AS A RESULT OF ILLNESS, INJURY OR OTHER MEDICAL ISSUES.",1933074.00,7,9
462694434,Safe Routes to School National,www.saferoutespartnership.org,VA,P20,"The Safe Routes to School National Partnerships mission is to advance safe walking and bicycling to and from schools, and in daily life, to improve the health and well-being of Americas children and t",1932850.00,10,9
814021362,THE BLOC,WWW.THEBLOCCHICAGO.ORG,IL,P30,IMPROVING CHICAGO'S FUTURE BY USING THE SPORT OF BOXING TO PROVIDE RESOURCES AND OPPORTUNITIES TO CHICAGO'S YOUTH AND COMMUNITIES.,1923875.00,10,9
832887275,Instituto Lab,https://www.instituto.io/,AZ,P02,Intstituto Lab provides capacity building to community delvelpment organization across the country and aims to empower communities to engage in leadership positiions and play an active role in their f,1918791.00,1,9
364280502,National Scholarship Providers,www.scholarshipproviders.org,VA,P99,"The mission of the National Scholarship Providers Association (NSPA) is to cultivate and empower our scholarship community with the knowledge, skills, and resources to strengthen the impact of scholar",1911560.00,10,9
770498274,,https://www.medministries.org/,CA,P20,TO PROVIDE A CHRISTIAN OUTREACH MINISTRY BY PROVIDING MEDIAL CARE NOT OBTAINABLE IN CERTAIN REGIONS OF THE WORLD. TO PROVIDE MEDICAL EQUIPMENT AND SUPPLIES TO CLINICS AND HOSPITALS WHERE THE NEED HAS ,1909020.00,3,9
273840788,BOCA WEST COMMUNITY CHARITABLE,WWW.BOCAWESTFOUNDATION.ORG,FL,P12,"TO IDENTIFY AND FUND PROJECTS DESIGNED TO STRENGTHEN, BUILD, AND IMPROVE THE LIVES OF CHILDREN IN THE PALM BEACH COUNTY, FLORIDA AREA.",1907881.00,3,9
112986161,SHOREFRONT JEWISH COMMUNITY COUNCIL INC,WWW.SHOREFRONTJCC.ORG,NY,P50,TO PROVIDE A WIDE RANGE OF HUMAN AND SOCIAL SERVICES TO SOUTH BROOKLYN'S LOW-INCOME RESIDENTS.,1904444.00,10,9
853745993,COMMUNITIES LIFTING COMMUNITIES,HTTPS://COMMUNITIES.HASC.ORG/,CA,E03,"WORK TO ADVANCE SYSTEMS CHANGE AND PROMOTE INTERCULTURAL HEALTH EQUITY THROUGH THE EFFECTIVE USE OF DATA, PREVENTION STRATEGIES, LEADERSHIP, ADVOCACY, AND PARTNERSHIPS",1903242.00,7,9
270425383,PLUTA CANCER CENTER FOUNDATION INC,WWW.PLUTACANCERFOUNDATION.ORG,NY,E11,THE PLUTA CANCER CENTER FOUNDATION'S MISSION IS TO PROVIDE SUPPORT TO PATIENTS GOING THROUGH CANCER BY PROVIDING THE FUNDS NECESSARY TO RELIEVE THE FINANCIAL BURDENS THAT MANY CANCER PATIENTS AND THEI,1902327.00,9,9
823405496,END WELL FOUNDATION,WWW.ENDWELLPROJECT.ORG,CA,E70,END WELL IS DEDICATED TO THE BELIEF THAT ALL PEOPLE SHOULD EXPERIENCE THE END OF LIFE IN A WAY THAT MATCHES THEIR VALUES AND GOALS. END WELL BRINGS TOGETHER A COMMUNITY WITH THE ULTIMATE GOAL OF CREAT,1899458.00,1,9
232523682,ALLIED SERVICES FOUNDATION,WWW.ALLIED-SERVICES.ORG,PA,E120,"OUR MISSION IS THAT WE ARE COMMITTED TO THE PEOPLE OF OUR COMMUNITY, TO HELP THEM OVERCOME CHALLENGES AND REACH THEIR GREATEST POTENTIAL BY PROVIDING QUALITY CARE, PEOPLE-ORIENTED SERVICES, AND COMFOR",1899235.00,10,9
800795096,A NEW WORLD CHILD PLACEMENT AGENCY,WWW.ANEWWORLDCPA.COM,CO,P20,SEE SCHEDULE O,1894212.00,3,9
272370028,PATIENT AIRLIFT SERVICES INC,WWW.PALSERVICES.ORG,NY,P20,"PATIENT AIRLIFT SERVICES (THE ORGANIZATION) IS A NETWORK OF OVER 1000 VOLUNTEERS WHICH INCLUDES PILOTS WHO DONATE THEIR AIRCRAFTS AND PILOTING SKILLS TO HELP FAMILIES IN NEED, ENABLING THEM TO RECEIVE",1894003.00,14,9
560579600,YOUNG WOMEN'S CHRISTIAN ASSOCIATION,WWW.YWCAHP.COM,NC,P27Z,"YWCA HIGH POINT IS ON A MISSION TO ELIMINATE RACISM, EMPOWER WOMEN, STAND UP FOR SOCIAL JUSTICE, HELP FAMILIES, AND STRENGTHEN COMMUNITIES.",1891921.00,100,9
275426399,Bikes for the World Inc,www.bikesfortheworld.org,MD,P99,See Schedule O.,1891357.00,4,9
824497530,ANDROMEDA COMMUNITY INITIATIVE INC,WWW.ANDROMEDAINITIATIVE.ORG,NY,P20,"PROVIDE FREE EDUCATION AND JOB RELATED PROGRAMS THAT PREPARE PARTICIPANTS TO ENTER, ADVANCE AND THRIVE IN THE CONSTRUCTION AND BUILDING RESTORATION INDUSTRY",1889476.00,8,9
030387748,NORTH STAR FAMILY SERVICES INC,WWW.NORTHSTARFS.ORG,MA,P85,"PROVIDE STABLE HOUSING, COMPREHENSIVE SERVICES AND ADVOCACY FOR FAMILIES IN NEED OF SUPPORT.",1885432.00,8,9
592172279,RONALD MCDONALD HOUSE CHARITIES OF,WWW.RMHC-NWFL.ORG,FL,P20,TO BE THE BEST HOME-AWAY-FROM-HOME AND SOURCE OF RESPITE AND RESOURCES FOR CHILDREN AND FAMILIES SUFFERING A MEDICAL CRISIS.,1885407.00,23,9
262593712,VOLUNTEERS IN MEDICINE - SAN FRANCISCO,WWW.CLINICBYTHEBAY.ORG,CA,E30,"TO UNDERSTAND AND SERVE, WITH DIGNITY AND RESPECT, THE HEALTH AND WELLNESS NEEDS OF THE MEDICALLY UNDERSERVED IN THE SAN FRANCISCO BAY AREA.",1875042.00,8,9
460888643,VOICE OF JUDAH ISRAEL INC,HTTP://VOJISRAEL.ORG,IN,P12,HELP THE PEOPLE OF ISRAEL THROUGH VARIOUS HUMANITARIAN OUTREACH PROJECTS.CONDUCT EVANGELISM AND GOSPEL OUTREACHES TO SHARE THE MESSAGE OF HOPE IN JEWISH MESSIAH. TO ESTABLISH A DISCIPLESHIP AND TRAINI,1872308.00,5,9
593823613,FRIENDS OF THAI DAUGHTERS INC,WWW.FRIENDSOFTHAIDAUGHTERS.ORG,ME,P11,"TO PREVENT CHILD TRAFFICKING IN SOUTHEAST ASIA THROUGH INTENSIVE, COMPREHENSIVE, AND LONG TERM EDUCATION AND SUPPORT. THE ORGANIZATION FOCUSES ON GIRLS IN NORTHERN THAILAND.",1864478.00,3,9
020701562,METHODIST FAMILY HEALTH FOUNDATION,METHODISTFAMILY.ORG,AR,E11,"TO PROVIDE SUPPORT FOR PROGRAMS AND SERVICES OF THE UNITED METHODIST CHILDREN'S HOME, INC. AND THE UNITED METHODIST BEHAVIORAL HEALTH SYSTEMS, INC.",1861888.00,9,9
752113401,Children's Cancer Fund of Dallas inc,www.childrenscancerfund.com,TX,H30I,CHILDREN'S CANCER FUND CHAMPIONS KIDS IN THEIR FIGHT AGAINST CANCER THROUGH STRATEGIC INVESTMENTS IN RESEARCH AND CARE IN NORTH TEXAS.,1860991.00,2,9
453789421,USAHELLO,HTTPS://USAHELLO.ORG/,OR,P84,"USAHELLO'S MULTILINGUAL INFORMATION HUB, FREE ONLINE CLASSROOM, AND MOBILE APP HELPED OVER 3.5 MILLION PEOPLE IN 2023 ACCESS CRITICAL INFORMATION AND SERVICES RELATED TO SETTLING IN THE U.S.",1856192.00,9,9
203530960,FINANCIAL BEGINNINGS,WWW.FINANCIALBEGINNINGS.ORG,OR,P51,FINANCIAL BEGINNINGS EMPOWERS YOUTH AND ADULTS TO TAKE CONTROL OF THEIR FINANCIAL FUTURE.,1855588.00,10,9
262254563,Mwebaza Foundation Inc,www.mwebaza.org,CO,P99,We create new pathways that inspire global citizenship and foster sustainable change through cross-cultural education and investment in social enterprise.,1855232.00,3,9
811424233,My Connect Community,www.myconnectcommunity.org,TX,P50,"My Connect Community ensures that ""Every child and adult in Sharpstown/Gulfton will lead a healthy, prosperous life in a safe and vibrant neighborhood where residents choose to live, learn, work, wors",1853642.00,5,9
300588290,YAD CHESSED FUND INC,WWW.YADCHESSED.ORG,MA,P60,"TO PROVIDE EMERGENCY FINANCIAL ASSISTANCE AND ADVICE AND GUIDANCE, WITH COMPASSION AND PRESERVING DIGNITY, TO JEWISH INDIVIDUALS IN GREATER BOSTON AND OTHER PARTS OF MASSACHUSETTS WHO ARE EXPERIENCING",1850757.00,10,9
834345901,MY FUTURE PATHWAYS INC,WWW.MYFUTUREPATHWAYS.ORG,CO,P20,"PROVIDE A HELPING HAND TO ENHANCE AND ENRICH THE LIVES OF FIRST-GENERATION EAGLE COUNTY YOUTH, LEADING TO POSITIVE PATHWAYS.TEACH STRONG VALUES, SELF-DISCIPLINE, GRIT, AND INTEGRITY, WITH AN EMPHASIS ",1849939.00,7,9
562196676,WHEELS4HOPE,WHEELS4HOPE.ORG,NC,P80,PROVIDING ECONOMICALLY VULNERABLE INDIVIDUALS AND FAMILIES WITH RELIABLE AND AFFORDABLE TRANSPORTATION.,1846961.00,8,9
810581479,,WWW.DAVIDFOSTERFOUNDATION.COM,CA,E11,THE FOUNDATION IS COMMITTED TO INCREASING PUBLIC AWARENESS AND EDUCATION IN BECOMING A REGISTERED ORGAN DONOR IN THE UNITED STATES AND IN DEVELOPING PARTNERSHIPS WITH ORGANIZATIONS AND PEOPLE THAT SHA,1844828.00,1,9
834134785,BUILD PROMISE INC,BUILDPROMISE.COM,NY,P85,PROVIDE YEAR-ROUND SHELTER AND EMERGENCY SHELTER DURING CODE BLUE WEATHER CONDITIONS AS WELL AS HEALTH AND SOCIAL SERVICE OPTIONS THROUGHOUT THE YEAR VIA PARTNER AGENCIES.,1843627.00,2,9
825305527,IMAGINE BLACK FUTURES,WWW.IMAGINEBLACK.ORG,OR,P22,"IMAGINE BLACK FUTURES HELPS PORTLAND'S BLACK COMMUNITY IMAGINE THE ALTERNATIVES WE DESERVE, BUILDS OUR POLITICAL PARTICIPATION AND SUPPORTS LEADERSHIP TO ACHIEVE THOSE ALTERNATIVES.",1835187.00,9,9
010910791,MILES FOR MIGRAINE,WWW.MILESFORMIGRAINE.ORG,VT,E12,"IMPROVING THE LIVES OF MIGRAINE PATIENTS AND THEIR FAMILIES, RAISING PUBLIC AWARENESS ABOUT HEADACHE DISORDERS, AND HELPING FIND A CURE FOR MIGRAINES.",1834186.00,4,9
760313478,CYPRESS COMMUNITY ASSISTANCE MINISTRIES,www.cypressassistance.org,TX,P20Z,"ASSISTANCE - PROVIDES FINANCIAL ASSISTANCE FOR RENT, UTILITIES, FOOD AND CLOTHING TO INDIVIDUALS IN NEED.OPERATION JOBS - PROVIDE SERVICES IN RESUME PREPARATION, JOB TRAINING, INTERVIEW METHODS, GED A",1832072.00,28,9
561745194,THE HEALTH FOUNDATION INC,WWW.HEALTHYWILKES.ORG,NC,E99Z,TO IMPROVE THE HEALTH AND WELL-BEING OF THE PEOPLE IN OUR COMMUNITIES.,1831037.00,5,9
453590945,CLEATS FOR KIDS FOUNDATION,WWW.CLEATSFORKIDS.ORG,OK,P30,SEE SCHEDULE O,1829406.00,5,9
450900368,HAPPY DOG RANCH FOUNDATION INC,HTTP://HAPPYDOGRANCH.ORG,CO,E50,"PROVISION OF LIFE-SKILLS TRAINING AND EDUCATION, COUPLED WITH HOLISTIC HEALING METHODS FOR INDIVIDUALS WITH SPECIFIED NEEDS SUCH AS AT-RISK YOUTH FROM REGIONS OR POPULATIONS WITHIN THE STATE OF COLORA",1824711.00,8,9
341809885,BIKUR CHOLIM OF CLEVELAND,HTTPS://BIKURCHOLIMCLEVELAND.ORG/,OH,P20Z,"ESTABLISHED IN 1988, BIKUR CHOLIM OF CLEVELAND IS A SUPPORTIVE, JEWISH COMMUNITY RESOURCE THAT PROMOTES HEALTH AND WELL-BEING IN A TIMELY AND ACCESSIBLE MANNER THROUGH PHYSICAL AND EMOTIONAL SUPPORT, ",1824457.00,17,9
843946242,FURNISH HOPE INC,WWW.FURNISHHOPE.COM,OR,P50,"FURNISH HOPE CREATES AWARENESS ABOUT ESSENTIAL HOME FURNISHING INSECURITY AS WELL AS TRANSFORM EMPTY HOUSES INTO WELCOMING HOMES FOR FAMILIES. TOGETHER, WE FURNISH HOPE.",1823781.00,9,9
273409190,AMERICA'S MIGHTY WARRIORS,AMERICASMIGHTYWARRIORS.ORG,AZ,P99,"TO ADVANCE CHARITABLE, EDUCATIONAL, AND COMMUNITY GOALS BY HONORING AND ASSISTING THOSE WHO HAVE SERVED AND WHO ARE SERVING IN THE UNITED STATES MILITARY, INCLUDING THE FAMILIES AND THE FALLEN.",1822092.00,2,9
463891741,FOR HOPE US INC,WWW.BUYATREECHANGEALIFE.COM,AL,P99,"TO RAISE AWARENESS OF THE NEEDS OF ORPHANAGES AND ORPHANS. RAISE FUNDS TO HELP SUPPORT ORPHANAGES. HELP SUPPORT AND DEVELOP THE COMMUNITIES AROUND THE ORPHANAGES. PROVIDE FOOD, HOUSING, MEDICAL CARE, ",1817995.00,5,9
861173750,RYAN'S CASE FOR SMILES,WWW.CASEFORSMILES.ORG,PA,P58,"RYAN'S CASE FOR SMILES HELPS WITH THE STRESS AND EMOTIONAL IMPACT OF ILLNESS IN THE HERE AND NOW. OUR WHIMSICAL PILLOWCASES GIVE CHILDREN AN EMOTIONAL BOOST, WHILE OUR COPINGSPACE AND JUSTSIBS RESOURC",1815534.00,5,9
860735514,HANDSON GREATER PHOENIX,HANDSONPHOENIX.ORG,AZ,P99Z,HANDSON GREATER PHOENIX PUTS VOLUNTEERS TO WORK WHERE THEY ARE NEEDED MOST.,1814267.00,8,9
141703503,MAKE-A-WISH FOUNDATION OF NORTHEAST NEW,WISH.ORG/NENY,NY,E86Z,THE MAKE-A-WISH FOUNDATION OF NORTHEAST NEW YORK CREATES LIFE-CHANGING WISHES FOR CHILDREN WITH CRITICAL ILLNESSES.,1813947.00,4,9
953309130,BURBANK TEMPORARY AID CENTER INC,WWW.THEBTAC.ORG,CA,P600,"TO PROVIDE ASSISTANCE TO THE POOR AND HOMELESS FAMILIES AND INDIVIDUALS IN THE COMMUNITY OF BURBANK, CALIFORNIA.",1813671.00,9,9
680228235,LA LUZ CENTER,LALUZCENTER.COM,CA,P84Z,"STRENGTHEN COMMUNITY THROUGH FAMILY SERVICES, ECONOMIC ADVANCEMENT, AND COMMUNITY ENGAGEMENT. OUR VISION IS: ONE SONOMA VALLEY COMMUNITY WORKING TOGETHER WHERE ALL HAVE EQUAL OPPORTUNITY TO SUCCEED.",1813654.00,26,9
237300162,EPS ESSENTIAL PREGNANCY SERVICES INC,WWW.ESSENTIALPS.ORG,NE,P42,"ESSENTIAL PREGNANCY SERVICES EXISTS TO PROVIDE LIFE-AFFIRMING, HOLISTIC SUPPORT TO WOMEN EXPERIENCING UNEXPECTED OR UNDER-SUPPORTED PREGNANCIES.",1813639.00,32,9
753008742,ADENA HEALTH FOUNDATION,WWW.ADENA.ORG,OH,E11,WE BELIEVE EVERYONE IN SOUTHERN OHIO DESERVES ACCESS TO THE BEST HEALTHCARE CLOSE TO HOME.,1806215.00,4,9
860680607,REBUILDING TOGETHER VALLEY OF THE SUN INC,HTTPS://WWW.RTVOS.ORG,AZ,P20J,"REPAIRING HOMES, REVITALIZING COMMUNITIES, REBUILDING LIVES. WE IMPROVE LIVES AND BUILD HEALTHY COMMUNITIES THROUGH FREE FALL PREVENTION PROGRAMS, COMMUNITY SPACE IMPROVEMENTS, AND CRITICAL HOME REPAI",1802588.00,8,9
650424304,REBUILDING TOGETHER MIAMI-DADE INC,WWW.REBUILDINGTOGETHERMIAMI.ORG,FL,P20,"REBUILDING TOGETHER MIAMI-DADE, INC. IS A NONPROFIT WHOSE MISSION IS REPAIRING HOMES, REVITALIZING COMMUNITIES AND REBUILING LIVES. THE ORGANIZATION RAISES FUNDS FROM THE PRIVATE AND PUBLIC SECTOR TO ",1801482.00,6,9
