foundation_ein,foundation_name,state,website_url,total_assets,annual_giving,total_grants_made,pf_to_pf_grant_count,pf_to_pf_total_amount,ca_grant_count,veteran_grant_count,veteran_grant_amount,target_grant_count,lasso_score,open_to_applicants,gives_in_ca,funds_pfs,latest_tax_year,source,known_funder,filter_passes,failed_filters,description,phone,app_contact_email,app_contact_name
392068708,CENTRAL PACIFIC BANK FOUNDATION,HI,WWW.CPB.BANK/FOUNDATION,6449681,1166156,512,4,34000,6,2,11000,0,,True,True,True,2023,keyword,False,3,,,8085443597,CPBFOUNDATION@CPB.BANK,CENTRAL PACIFIC BANK
452599017,FARMINGTON BANK COMMUNITY,CT,FBCFCT.ORG,17588632,580307,745,4,3010,3,2,7500,0,,True,True,True,2024,keyword,False,3,,OTHER ASSETS,8608106506,,ERIKA FRANK
562582815,CITIZENS PHILANTHROPIC FOUNDATION INC,NJ,HTTPS://WWW.CITIZENSBANK.COM/ABOUT-US/COMMUNITY.A,16928371,628502,573,4,11500,1,2,52500,0,,True,True,True,2023,keyword,False,3,,,4012823638,,CITIZENS PHILANTHROPIC FOUNDATION
746050591,THE KAYSER FOUNDATION,TX,N/A,3612101,167250,173,4,62250,1,2,11500,0,,True,True,True,2023,keyword,False,3,,,7132261393,,DAVID TAYLOR PRESIDENT
364336415,Michael & Susan Dell Foundation,TX,dell.org,5415306792,124522011,3548,4,530000,424,1,310000,0,,True,True,True,2023,keyword,False,3,,,5126005500,,dellscholarsorg dellyoungleadersorg
680599299,CH ROBINSON WORLDWIDE FOUNDATION,SD,WWW.CHROBINSON.COM/EN-US/ABOUT-US/CHROBINSON/CORP,19235419,1998069,3127,4,12250,168,1,1000,0,,True,True,True,2023,keyword,False,3,,,6053366832,,RACHEL SCHWALBACH
364585346,REED FOUNDATION,CA,N/A,1213101,324736,129,4,9000,102,1,3500,0,,True,True,True,2023,keyword,False,3,,,2095219771,,BOARD OF TRUSTEES
851393552,UNIVERSAL MUSIC ALL TOGETHER NOW,CA,N/A,137800,1929148,310,4,85000,62,1,25000,0,,True,True,True,2023,keyword,False,3,,,8182865367,,UNIVERSAL MUSIC ALL TOGETHER NOW FO
250965388,FISA FOUNDATION,PA,WWW.FISAFOUNDATION.ORG,46217713,896158,317,4,35000,1,1,25000,0,,True,True,True,2023,keyword,False,3,,,4124565550,,KRISTY TRAUTMANN EXECUTIVE DIRECTOR
541595360,VIRGINIA SARGEANT REYNOLDS FOUNDATION,VA,VSRFOUNDATION.COM,30107532,1011000,132,4,70000,1,1,10000,0,,True,True,True,2023,keyword,False,3,,,8042857700,VSRF@BRYANBROTHERS.COM,VIRGINIA SARGEANT REYNOLDS FOUNDATI
990234080,K J LUKE FOUNDATION,HI,N/A,5761033,164300,42,4,40000,1,1,10000,0,,True,True,True,2023,keyword,False,3,,,8085240129,,WARREN K K LUKE
232684976,HAMILTON FAMILY FOUNDATION,PA,WWW.HFCTRUST.ORG,10250059,1848485,349,4,4500,2,0,0,0,,True,True,True,2023,sibling,False,3,,,6102932225,,CHEKEMMA FULMORE-TOWNSEND
251721100,THE HEINZ ENDOWMENTS,PA,WWW.HEINZ.ORG,2130567687,58819328,2490,3,108500,51,46,7602544,0,,True,True,True,2023,keyword,False,3,,,4122815777,GRANTS@HEINZ.ORG,THE HEINZ ENDOWMENTS ONLINE GRANT A
844783133,ROUND ROOM GIVES INC,IN,TCCROCKS.COM WIRELESSZONE.COM,1159226,1128457,998,3,7500,3,44,130000,0,,True,True,True,2023,keyword,False,3,,,8448227625,,ROUND ROOM GIVES INC
311513075,HE HILL FOUNDATION INC,FL,HEHILL.ORG,20019120,747810,1107,3,6500,1,33,83076,0,,True,True,True,2023,keyword,False,3,,,5619964524,,JENNIFER EARNEST CAMERON
471247608,Umpqua Bank Charitable Foundation,OR,www.umpquabank.com/community,16830197,2826730,1376,3,12500,330,15,148500,0,,True,True,True,2024,keyword,False,3,,MISC INCOME,5037274100,,RANDY CHOY
650171539,LENNAR FOUNDATION,FL,N/A,124251796,11290540,209,3,2250000,34,11,985000,0,,True,True,True,2022,keyword,False,3,,,3052296400,,MARSHALL AMES
860767197,THE KAI FAMILY FOUNDATION,AZ,N/A,3488328,111947,154,3,3000,8,10,30500,0,,True,True,True,2023,keyword,False,3,,,5207420440,SLFELKER@SLFPC.COM,THE KAI FAMILY FOUNDATION CO SIDNEY
880244735,NV Energy Charitable Foundation,NV,N/A,33071128,2519388,767,3,22500,9,8,81000,0,,True,True,True,2023,keyword,False,3,,,7758343067,,Lisa Harris
205570213,THE HECK FOUNDATION,CA,N/A,3806058,180580,550,3,3000,532,6,11000,0,,True,True,True,2023,keyword,False,3,,,7078247225,,DAVID C FARIS
731286874,THE ANNE AND HENRY ZARROW FOUNDATION,OK,WWW.ZARROW.COM,331771394,22758469,1675,3,29000,15,6,2330500,0,,True,True,True,2023,both,False,3,,,9182958000,,BILL MAJOR
367156974,THE GALLAGHER FAMILY FOUNDATION,IL,N/A,,699331,167,3,30000,9,6,130000,0,,True,True,True,2023,keyword,False,3,,,8472718803,CECIWOOSTER@GMAIL.COM,CECILE WOOSTER
133187074,THE RAYMOND FRANKEL FOUNDATION,IL,https://www.grantable.co/search/funders/profile/the-raymond-frankel-foundation-us-foundation-133187074,48113886,2984262,346,3,7500,43,5,12000,0,,True,True,True,2024,keyword,False,3,,ACCRUED INTEREST RECEIVABLE,4102005483,ALLANAMYER@GMAIL.COM,ALLAN MYER
756012722,KEN W DAVIS FOUNDATION,TX,N/A,44184258,1960745,747,3,29500,13,4,60000,0,,True,True,True,2023,keyword,False,3,,,8173324081,,KEN W DAVIS FOUNDATION
306555736,Robinson Foundation,DE,,48999084,1640444,137,3,385000,1,4,155000,0,,True,True,True,2023,keyword,False,3,,,8008391754,,Foundation Source
611257368,LG&E AND KU FOUNDATION INC,KY,HTTP://WWW.LGE-KU.COM/COMMUNITY,24747920,4839303,495,3,9000,1,4,8500,0,,True,True,True,2024,keyword,False,3,,SCHOLARSHIP AMERICA ADMIN FEES,5026273234,,GRANTS ADMINISTRATOR
330830411,FRED SIEGEL FOUNDATION,NY,N/A,3893194,166300,97,3,4500,58,3,4500,0,,True,True,True,2024,keyword,False,3,,,9178170855,,DAVID SIEGEL
416020912,Andersen Corporate Foundation,MN,HTTPS://WWW.ANDERSENWINDOWS.COM/ABOUT/COMMUNITY/,54635606,1943200,751,3,48000,9,3,15000,0,,True,True,True,2023,keyword,False,3,,INCOME FROM PARTNERSHIP INVESTMENTS,6514391557,ACF@ANDERSENCORP.COM,ANNA BOSAK
916053760,BEN B CHENEY FOUNDATION INC,WA,WWW.BENBCHENEYFOUNDATION.ORG,66572977,1862065,230,3,155000,6,3,25500,0,,True,True,True,2023,keyword,False,3,,,2535722442,,BRADBURY F CHENEY
876118245,GEORGE S AND DOLORES DORE,UT,WWW.GSECCLESFOUNDATION.ORG,892503036,16416791,430,3,402500,4,3,22000,0,,True,True,True,2023,keyword,False,3,,,8012465357,,KIRSTEN DARRINGTON
680175739,KELLY FOUNDATION,CA,KELLYFOUNDATIONSACRAMENTO.ORG,39032244,932272,279,3,20000,276,2,15000,0,,True,True,True,2023,keyword,False,3,,INTEREST RECEIVABLE,9165672632,INFO@KELLYFOUNDATIONSACRAMENTO.ORG,ONLINE SUBMITTAL ONLY - KELLYFOUNDA
256335329,THE FINE FOUNDATION,PA,N/A,291241,1054237,550,3,135183,6,2,17500,0,,True,True,True,2023,keyword,False,3,,,4124443500,INFO@THEFINEFOUNDATION.ORG,MICHAEL SMITH
862141873,REVELYST CORPORATE FOUNDATION,DE,,1359677,300700,27,3,75000,1,2,50000,0,,True,True,True,2023,keyword,False,3,,Administrative Fees,8008391754,Diane.Bristol@revelyst.com,Diane Bristol
311746946,Deupree Family Foundation,DE,https://upstategiving.com/deupree-family-foundation,5006238,543503,1037,3,4100,78,1,1130,0,,True,True,True,2023,keyword,False,3,,CLASS ACTION LAWSUIT PROCEEDS,8008391754,info@deupreefamilyfoundation.org,Deupree Family Foundation
473818599,RICHARD REED FOUNDATION,AZ,WWW.RICHARDREEDFOUNDATION.ORG,8744680,446691,179,3,25000,65,1,40225,0,,True,True,True,2023,keyword,False,3,,,4803164630,INFO@RICHARDREEDFOUNDATION.ORG,ATTENTION GRANT INQUIRIES
746039126,Jacob and Terese Hershey Foundation,TX,www.jthershey.org,107316267,3290254,498,3,70000,15,1,40000,0,,True,True,True,2023,keyword,False,3,,,7135297610,support@jthershey.org,Jacob and Terese Hershey Foundation
273420282,THE CEDARCREST CHARITABLE FOUNDATION AKA,DE,https://blbb.com/charitable/about,42810860,1771877,1076,3,7250,13,1,2000,0,,True,True,True,2024,keyword,False,3,,K-1 Inc/Loss,8008391754,charitable@blbb.com,BLBB CHARITABLE
396589261,NICHOLAS FAMILY FOUNDATION TRUST,WI,N/A,50337386,2533626,330,3,457800,8,1,25000,0,,True,True,True,2023,keyword,False,3,,,2622423040,LNICHOLAS23@ATT.NET,LYNN NICHOLAS NICHOLAS FAMILY FOUND
621720872,CHOU FAMILY FOUNDATION,NC,NONE,1403279,55520,29,3,38650,4,1,10000,0,,True,True,True,2023,keyword,False,3,,,9198468661,,PAUL CHOU
396042143,AYLWARD FAMILY FOUNDATION,WI,N/A,5623950,151400,67,3,30000,3,1,10000,0,,True,True,True,2023,keyword,False,3,,,9207220901,,EW AYLWARD - PRESIDENT AYLWARD FAMI
411958548,TRADITION FAMILY FOUNDATION,MN,https://www.allbiz.com/business/tradition-family-foundation_1S,6835,474995,305,3,4750,3,1,500,0,,True,True,True,2024,keyword,False,3,,VOIDED DONATION CHECK,9529205100,,LEAH HENDRIKSON
473197993,MESARA FAMILY FOUNDATION,MI,WWW.MESARAFAMILYFOUNDATION.ORG,6301734,302663,177,3,18000,3,1,5000,0,,True,True,True,2023,keyword,False,3,,,2693506354,JANE.E.BLYTH@MESARAFAMILYFOUNDATION.ORG,JANE E BLYTH
391568111,WPS CHARITABLE FOUNDATION INC,WI,https://www.mymonona.com/485/Monona-Library-Foundation,1457149,262714,230,2,1000,3,32,231250,0,,True,True,True,2024,keyword,False,3,,Software fee,6089776644,,Faatima Kahn
351813228,Lumina Foundation for Education Inc,IN,WWW.LUMINAFOUNDATION.ORG,1447572232,25613912,3192,2,657400,163,19,3812425,0,,True,True,True,2023,keyword,False,3,,,3179515300,,PROGRAM OFFICE NEW INQUIRY
136406825,UNION PACIFIC FOUNDATION,NE,https://www.up.com/aboutup/community/foundation-backup/contact/index.htm,50434,10731424,3138,2,15000,364,15,183000,0,,True,True,True,2024,keyword,False,3,,SOFTWARE AND MAINTENANCE EXPENSE,4025440162,UPF@UP.COM,ONLY ONLINE APPLICATIONS ARE ACCEPT
581574705,The Coca-Cola Foundation Inc,GA,https://www.coca-colacompany.com/social/coca-,309608071,65859882,1156,2,250000,55,13,990000,0,,True,True,True,2023,keyword,False,3,,,4046897363,cpagoaga@coca-cola.com,Carlos Pagoaga President
363606913,DENNIS & PHYLLIS WASHINGTON FOUNDATION,MT,WWW.DPWFOUNDATION.ORG,1052645253,27996523,2604,2,2750,35,13,238000,0,,True,True,True,2023,keyword,False,3,,,4065231300,,DENNIS PHYLLIS WASHINGTON FOUNDATIO
364376705,OBERWEILER FOUNDATION,IL,HTTPS://OBERWEILERFOUNDATION.ORG/,11742032,687236,206,2,17700,1,13,197000,0,,True,True,True,2024,keyword,False,3,,NONE,8472777443,OBERW1@AMERITECH.NET,MARY E ROWE
387194349,THE GRIMM FOUNDATION,PA,N/A,2071025,300696,860,2,1250,3,9,264775,0,,True,True,True,2024,keyword,False,3,,EXPENSES,5704886660,,ROBERT C GRIMM
562402165,REINSCH PIERCE FAMILY FOUNDATION INC,VA,N/A,17237918,1097935,461,2,2310,16,8,11577,0,,True,True,True,2023,keyword,False,3,,,7039203600,,LOLA C REINSCH
134249812,REGAL FOUNDATION,TN,N/A,9197284,892014,494,2,631,86,7,262482,0,,True,True,True,2023,keyword,False,3,,,8659259487,,REGAL ENTERTAINMENT GROUP
476194021,THE HAWKS FOUNDATION,NE,N/A,335983127,15012745,570,2,8400,4,6,71000,0,,True,True,True,2023,keyword,False,3,,,4026919500,,RHONDA A HAWKS
710937069,MARCIL FAMILY FOUNDATION,CA,N/A,4023,148384,199,2,3000,126,3,600,0,,True,True,True,2023,keyword,False,3,,,3107912000,,
943192615,CHARLES SCHWAB FOUNDATION,CO,N/A,34932887,8863234,645,2,152500,107,3,12000,0,,True,True,True,2023,keyword,False,3,,,7208953400,,Charles Schwab Foundation
866247076,Virginia G Piper Charitable Trust,AZ,www.pipertrust.org,442664466,21079275,2019,2,250000,27,3,149800,0,,True,True,True,2023,keyword,False,3,,,4809485853,agonzalez@pipertrust.org,Angelica Gonzalez
814680770,MAKING A DIFFERENCE FOUNDATION,UT,MAKINGADIFFERENCEFDN.ORG,4893874,371404,434,2,1750,15,3,2500,0,,True,True,True,2023,keyword,False,3,,,8019303000,,MAKING A DIFFERENCE GRANT REQUEST T
203873060,Wilshire Charitable Foundation,OK,https://www.okcrep.org/donors,5029518,635953,250,2,7500,6,3,15000,0,,True,True,True,2024,keyword,False,3,,Gain on Loans Purchased,4052545400,pheafy@nli.com,Paul G Heafy
466471942,TRUECOS FOUNDATION,WY,N/A,2897833,214974,83,2,400,4,3,8000,0,,True,True,True,2023,keyword,False,3,,,3072379301,,H A TRUE III DAVID L TRUE
471402469,EPIC AFFECT INC,FL,N/A,596812,343523,177,2,5000,3,3,7000,0,,True,True,True,2023,keyword,False,3,,,8634255757,,STEVE MAXWELL
631129596,PROTECTIVE LIFE FOUNDATION,AL,N/A,242562,2537758,883,2,9050,3,3,10500,0,,True,True,True,2023,keyword,False,3,,,2052684431,,DAVID LOPER
823823145,FIRST FINANCIAL FOUNDATION,OH,WWW.BANKATFIRST.COM,171585,2084143,489,2,102000,1,3,20000,0,,True,True,True,2023,keyword,False,3,,,5135511108,BANKATFIRST.COM/HOME/COMMUNITY-DEVELOPMENT,FIRST FINANCIAL FOUNDATION
830323982,The McMurry Foundation,DE,,33416936,2781658,279,2,3000,1,3,30000,0,,True,True,True,2023,keyword,False,3,,,8008391754,,GRANT APPS TO TRUDI HOLTHOUSE
920166198,Alaska Airlines Foundation,AK,N/A,10478825,529500,249,2,10000,68,2,20000,0,,True,True,True,2023,keyword,False,3,,,2063925719,,Tim Thompson
133533359,THE DAVID ROCKEFELLER FUND INC,NY,WWW.DRFUND.ORG,63250282,3968099,330,2,155000,52,2,60500,0,,True,True,True,2023,keyword,False,3,,,2128124300,LOI@DRFUND.ORG,LEXI FISHER
136081860,RICHARD LOUNSBERY FOUNDATION INC,DC,WWW.RLOUNSBERY.ORG,23041584,2867384,227,2,157264,15,2,349400,0,,True,True,True,2023,keyword,False,3,,,2028728080,,L BROWN
756015942,THE GILLIAN S FULLER FOUNDATION INC,CA,N/A,5496059,197600,84,2,10000,12,2,15000,0,,True,True,True,2023,keyword,False,3,,,3108582200,,MARK S TINGLOF
204937263,AUSHERMAN FAMILY FOUNDATION,MD,WWW.AUSHERMANFAMILYFOUNDATION.ORG,20899943,408256,488,2,1250,8,2,4750,0,,True,True,True,2023,keyword,False,3,,,3016204477,,LORI PERKINS GRANTS COORDINATOR AUS
832166863,ANNEX CHARITABLE FOUNDATION INC,WI,ANNEXCHARITABLEFOUNDATION.ORG,199526,120230,203,2,3950,4,2,2200,0,,True,True,True,2024,keyword,False,3,,INTER-COMPANY (ANNEX WEALTH) RECEIVABLE,2627866363,,KRISTIN REILLY CO ANNEX CHARITABLE
822744717,THE DALE H AND JEANE V SMART,PA,N/A,8485561,736310,41,2,115989,1,2,92000,0,,True,True,True,2024,keyword,False,3,,PROCEEDS FROM LITIGATION,4128608144,,THE DALE H AND JEANE V SMART FOUNDA
946068564,WALTER AND ELISE HAAS FUND,CA,WWW.HAASSR.ORG,252512662,7795478,638,2,575,555,1,25000,0,,True,True,True,2023,keyword,False,3,,,4153984474,,JAMIE ALLISON
330052434,VERSACARE INC,CA,WWW.VERSACARE.ORG,63581302,1513775,571,2,35000,113,1,25000,0,,True,True,True,2023,keyword,False,3,,,9513435800,,KELLY DAUGHERTY PROGRAM DIRECTOR
943057610,THOMAS & EVA FONG FOUNDATION,CA,N/A,543720,40164,76,2,33000,74,1,1000,0,,True,True,True,2023,keyword,False,3,,,4152020436,,RODNEY FONG
203483888,MICHAEL AND CATHERINE PODELL FUND,CA,N/A,11726703,627531,91,2,12500,61,1,25000,0,,True,True,True,2023,keyword,False,3,,,6505797900,,CATHERINE H PODELL
133158325,WEIL GOTSHAL & MANGES FOUNDATION INC,NY,N/A,640152,2582677,495,2,16000,31,1,5000,0,,True,True,True,2023,keyword,False,3,,,2123108000,,MONA SAGHRI
362356089,Graham Foundation for Advanced Studies in the Fine Arts,IL,www.GRAHAMFOUNDATION.ORG,44749952,616826,370,2,15000,19,1,1000,0,,True,True,True,2023,keyword,False,3,,,3127874071,,SARAH HERDA GRAHAM FOUNDATION
311810011,THE OAK HILL FUND,VA,WWW.OAKHILLFUND.ORG,83598521,3138706,572,2,100000,16,1,20000,0,,True,True,True,2024,keyword,False,3,,OTHER INVESTMENT INCOME,4342200083,,THE OAK HILL FUND
571179990,KNOPF FAMILY FOUNDATION INC,MA,N/A,43701517,1727454,356,2,35000,6,1,25000,0,,True,True,True,2023,keyword,False,3,,,7812877213,,BOARD OF DIRECTORS OF THE KNOPF FAM
582514027,SOUTHERN COMPANY CHARITABLE FOUNDATION,GA,N/A,104473144,9228912,383,2,275000,5,1,10000,0,,True,True,True,2023,keyword,False,3,,,4045066784,,SOUTHERN COMPANY CHARITABLE FOUNDAT
620476283,BENWOOD FOUNDATION INC,TN,WWW.BENWOOD.ORG,104799873,3176407,464,2,3500,5,1,1000,0,,True,True,True,2023,keyword,False,3,,,4232674311,,MS SARAH MORGAN
205733999,DAYNA LYNN AHERN FOUNDATION,NV,https://www.nevada-register.com/715391-dayna-lynn-ahern-foundation,23243207,254990,90,2,2000,4,1,1000,0,,True,True,True,2024,keyword,False,3,,1926 MODEL T,7023620623,,DON F AHERN
300130499,THE POKAGON FUND INC,MI,WWW.POKAGONFUND.ORG,9502517,577127,503,2,7716,4,1,3000,0,,True,True,True,2023,keyword,False,3,,INSURANCE,2694699322,,DAN PETERSEN
364942620,ALTRES FOUNDATION,HI,HTTPS://WWW.ALTRES.COM/GIVING-BACK/,3563853,190446,109,2,10000,4,1,10000,0,,True,True,True,2023,keyword,False,3,,,8085914944,SIANA.HUNT@ALTRES.COM,SIANA HUNT
593725617,WESTGATE RESORTS FOUNDATION INC,FL,WWW.WESTGATERESORTSFOUNDATION.ORG,,115124,211,2,20000,3,1,1881,0,,True,True,True,2021,keyword,False,3,,DISSOLUTION,4073513351,,WESTGATE RESORTS FOUNDATION
510232651,FR BIGELOW FOUNDATION,MN,WWW.FRBIGELOW.ORG,176908736,4866454,776,2,65000,2,1,30000,0,,True,True,True,2023,keyword,False,3,,,6512245463,,ALL GRANT APPLICATIONS MUST REGISTE
746078530,Carl C Anderson Sr and Marie Jo Anderson,TX,www.theandersonfoundation.org,64104719,2713453,841,2,25600,2,1,5000,0,,True,True,True,2023,keyword,False,3,,,8888663275,csitton@theandersonfoundation.org,Cate Sitton
873731514,LIBRA GLOBAL PHILANTHROPIES FOUNDATION,NY,LIBRAPHILANTHROPIES.ORG,364621,797876,167,2,48737,2,1,100000,0,,True,True,True,2023,keyword,False,3,,,2124019333,GIVING@LIBRAPHILANTHROPIES.ORG,GINA CRIVELLI
466440958,ELTON FAMILY FOUNDATION,ID,N/A,1113081,37735,50,2,153260,1,1,6000,0,,True,True,True,2023,keyword,False,3,,,2082022505,,AARON B ELTON
721370746,MISSISSIPPI POWER FOUNDATION INC,MS,N/A,41453906,1211509,529,2,15000,1,1,10000,0,,True,True,True,2023,keyword,False,3,,,2288641211,,JANICE L DIXON
824684625,VSP FAMILY FOUNDATION INC,IL,HTTPS://VSPFAMILYFOUNDATION.ORG/,1216546,27420,36,2,7500,1,1,2500,0,,True,True,True,2023,keyword,False,3,,,7084667541,,VINODRAI M PATEL
956089998,THE AHMANSON FOUNDATION,CA,WWW.THEAHMANSONFOUNDATION.ORG,1229560863,36805548,1808,1,82000,1706,94,6407000,0,,True,True,True,2022,keyword,False,3,,SEC LITIGATION SETTLEMENT,3102780770,,THE AHMANSON FOUNDATION
830590263,MOTHER CABRINI HEALTH FOUNDATION INC,NY,WWW.CABRINIHEALTH.ORG,3696313328,94177513,2426,1,249295,3,51,7174598,0,,True,True,True,2023,keyword,False,3,,,6469803001,,MOTHER CABRINI HEALTH FOUNDATION
203198081,STANLEY W EKSTROM FOUNDATION INC,CA,WWW.SWEFOUNDATION.ORG,54186830,1413376,411,1,300,322,49,1663955,0,,True,True,True,2023,keyword,False,3,,,7145472462,,STEVEN A SILVERSTEIN
593249687,Jacksonville Jaguars Foundation Inc,FL,WWW.JAGUARS.COM/COMMUNITY,63824,2093253,1027,1,1500,10,47,882233,0,,True,True,True,2023,keyword,False,3,,PRIZE WHEEL REVENUE,9046336000,MEYERW@NFL.JAGUARS.COM,JACKSONVILLE JAGUARS FOUNDATION INC
541759773,AMERICAN WOODMARK FOUNDATION INC,VA,AMERICANWOODMARK.COM,1278837,621780,1764,1,1000,128,33,112325,0,,True,True,True,2024,keyword,False,3,,SCC FEE,5406659100,CFOLTZ@WOODMARK.COM,CHRISTINA FOLTZ
256873635,MGN Family Foundation,DE,,1408342,54980,125,1,5000,7,28,55000,0,,True,True,True,2023,keyword,False,3,,,8008391754,,Grant application to MGN Family Fdn
870757807,THE KIM AND HAROLD LOUIE FAMILY,CA,N/A,7102917,280326,160,1,14600,62,27,212500,0,,True,True,True,2023,keyword,False,3,,,6504913434,,STANLEY SZE
592718130,THE AMATURO FAMILY FOUNDATION,FL,WWW.GUIDESTAR.ORG,15629780,2385378,848,1,15,156,19,41130,0,,True,True,True,2023,keyword,False,3,,,9545651411,,WINIFRED J AMATURO
956085895,THE RALPH M PARSONS FOUNDATION,CA,WWW.RMPF.ORG,438732767,16520248,1998,1,14000,1908,14,518150,0,,True,True,True,2023,keyword,False,3,,,2133627600,,JENNIFER PRICE-LETSCHER PRESIDENT C
946073084,THE HENRY MAYO NEWHALL FOUNDATION,CA,WWW.NEWHALLFOUNDATION.ORG,33692557,1878240,512,1,15000,509,14,335000,0,,True,True,True,2023,keyword,False,3,,,4159812966,,THE HENRY MAYO NEWHALL FOUNDATION C
201858883,TRINKA DAVIS FOUNDATION,AL,https://www.trinka.ai,,883486,49,1,3547934,5,13,660000,0,,True,True,True,2024,keyword,False,3,,MISCELLANEOUS EXPENSE,2055055453,KDAVISFDN@OUTLOOK.COM,ANGELA DAVIDSON - TREASURER
852333925,American United Charitable Foundation,UT,amucu.org/sponsorships,88258,41847,68,1,2000,2,13,43000,0,,True,True,True,2024,keyword,False,3,,,8018388820,stephanieb@amucu.org,AU CHARITABLE FOUNDATION
396062129,Oshkosh Corporation Foundation Inc,WI,,1336078,840000,270,1,2500,5,12,42500,0,,True,True,True,2023,keyword,False,3,,,9205023290,,Suzanne M Lippold
541217447,THE BLOCKER FOUNDATION,VA,,109737664,1260239,249,1,10000,4,12,1400,0,,True,True,True,2023,keyword,False,3,,,7579422005,,WHITNEY SAUNDERS
205672504,DOLA HAMILTON STEMBERG CHARITABLE,FL,https://www.taxexemptworld.com/organizations/fort_lauderdale_fl_33316.asp,9718778,347620,69,1,6500,1,11,590500,0,,True,True,True,2023,keyword,False,3,,ADJUSTMENTS TO RECORD ASSETS AT FAIR MARKET VALUE (UNREALIZED AMOUNTS),6172275540,,DOLA HAMILTON STEMBERG
473566126,AMERICAN WARRIOR INITIATIVE INC,WI,AMERICANWARRIORINITIATIVE.COM,3413772,592144,637,1,3500,36,10,34151,0,,True,True,True,2023,keyword,False,3,,,6085710508,AWI@FAIRWAYMC.COM,AMERICAN WARRIOR INITIATIVE
453611066,AARON'S FOUNDATION INC,GA,N/A,201086,1021798,623,1,5000,14,10,24500,0,,True,True,True,2023,keyword,False,3,,,6784023332,,RACHEL GEORGE
741403105,The Moody Foundation,TX,www.moodyf.org,2228364246,55356896,1104,1,45000,1,10,687591,0,,True,True,True,2023,keyword,False,3,,,4097971500,,moodyforgapplication-process moodys
232130928,AIR PRODUCTS FOUNDATION,PA,https://www.grantable.co/search/funders/profile/air-products-foundation-us-foundation-232130928,79983470,6955797,1769,1,4500,178,9,71500,0,,True,True,True,2023,keyword,False,3,,INCOME MODIFICATION - RECOVERY OF PRIOR QUALIFYING DISTRIBUTION,6104812978,WWW.BENEVITY.COM,BENEVITY
943086271,DERMODY PROPERTIES FOUNDATION,NV,WWW.PARTNERWITHDP.COM/FOUNDATION,3926,173808,531,1,600,82,9,8750,0,,True,True,True,2023,keyword,False,3,,,7758588080,,MICHAEL C DERMODY
362984045,USG FOUNDATION INC,IL,https://www.usgfoundation.org,1583533,803421,1155,1,48,55,9,25150,0,,True,True,True,2024,keyword,False,3,,Software Fees,3124364000,SKONOR@USG.COM,Diane Earll
546882428,WILLIAM E DEAN III CHARITABLE FOUNDATION,TX,NONE,14299942,808002,131,1,10000,16,9,125000,0,,True,True,True,2024,keyword,False,3,,BASIS ADJUSTMENT - SALES,8888663275,TX.PHILANTHROPIC@BOFA.COM,BANK OF AMERICA N A - JULIA WORK
843668757,TRACTOR SUPPLY COMPANY FOUNDATION,TN,N/A,6715724,1481795,190,1,100000,14,9,524026,0,,True,True,True,2024,keyword,False,3,,BANK CHARGES & FEES,6154404000,MSKOLDJORDAN@TRACTORSUPPLY.COM,MARTI SKOLD-JORDAN
452195649,THE JAMES FOUNDATION INC,IN,WWW.THEJAMESFOUNDATION.ORG,17335518,6555299,454,1,1000,1,9,92000,0,,True,True,True,2023,keyword,False,3,,,2603337500,,THE JAMES FOUNDATION INC
474690250,CHURCH MUTUAL INSURANCE COMPANY,WI,https://www.churchmutual.com,324708,653089,1448,1,20000,54,8,12350,0,,True,True,True,2024,keyword,False,3,,BANK CHARGES,7155365577,,DWAYNE GANTZ
931155287,R H PARKERUNITED FOUNDATION,OR,N/A,13179429,455705,303,1,5000,2,8,8760,0,,True,True,True,2023,keyword,False,3,,,5032386480,,RH PARKER PRESIDENT
436030135,ALLEN P AND JOSEPHINE B GREEN,MO,WWW.GREENFDN.ORG,12362858,489860,243,1,15000,1,8,111000,0,,True,True,True,2023,keyword,False,3,,,5735815568,,MR CARL D FUEMMELER
