ein,organization_name,contact_first_name,contact_email,state,ntee_code,mission_description,email_quality_tier,foundation_count,display_count,sector_label
943271217,KOKORO ASSISTED LIVING INC,Naoko,gbillodeau@kokoroassistedliving.org,CA,L22Z,"ASSISTED LIVING HOUSING SERVICES. THE SPECIFIC PURPOSE OF THIS CORPORATION IS TO PROVIDE FOR THE PHYSICAL, SOCIAL AND SPIRITUAL CARE OF FRAIL ELDERLY PERSONS, INCLUDING FRAIL ELDERLY PERSONS WITH DISABILITIES, AND TO PROMOTE THEIR HEALTH, SECURITY, HAPPINESS AND USEFULNESS IN LONGER LIVING, SO THAT THEY MAY CONTINUE TO LIVE WITHIN THE COMMUNITY WITH DIGNITY AND COMFORT DURING THE REMAINING YEARS OF THEIR LIVES OR FOR AS LONG AS IT IS PRACTICABLE.THE CORPORATION'S TARGET POPULATION SHALL BE THE JAPANESE AND JAPANESE-AMERICAN COMMUNITY OF THE SAN FRANCISCO BAY AREA, BUT MAY INCLUDE MEMBERS OF ANY OTHER NATIONALITY OR ETHNIC BACKGROUND.THE CORPORATION SEEKS TO FULFILL THE DESIRE OF ITS COMMUNITY FOR SENIORS TO LIVE IN DIGNITY AND COMFORT WITHIN THE JAPANESE AMERICAN COMMUNITY OF THE SAN FRANCISCO BAY AREA. THE CORPORATION WILL PROVIDE FOR THE PHYSICAL, SOCIAL AND SPIRITUAL CARE OF SENIORS UNDER THE SUPERVISION OF A CULTURALLY SENSITIVE, QUALIFIED AND LICENSED SERVICE PROVIDER.",A,414,75,Housing
815350598,MIND SHARE PARTNERS,Ann,connect@mindsharepartners.org,CA,P20,"THE MISSION OF MIND SHARE PARTNERS IS TO BUILD AWARENESS, SUPPORT, AND ACCEPTANCE FOR PEOPLE WITH MENTAL HEALTH CONDITIONS.",A,1655,75,Human Services
953680896,FRIENDS OF THE SEA LIONS INC,Glenn,development@pacificmmc.org,CA,D340,"THE ORGANIZATION INSPIRES OCEAN STEWARDSHIP THROUGH ANIMAL RESCUE AND REHABILITATION, MARINE MAMMAL RESEARCH, STEM EDUCATION PROGRAMS AND ADVOCACY FOR A HEALTHY OCEAN.",A,820,75,Animal-Related
943061685,HOUSE RABBIT SOCIETY,Edie,rabbit-center@houserabbit.org,CA,D200,"House Rabbit Society's mission is to save and improve domesticated rabbit lives. We do this though operating a local adoption and community resources facility in the San Francisco Bay Area and through providing up-to-date educational materials with a global reach to shelters and the public, primarily via our website, and online classes.",A,820,75,Animal-Related
770492209,CALIFORNIA STATE UNIVERSITY STANISLAUS,Michele,Financial_Aid@csustan.edu,CA,B82,"TO PROMOTE ACADEMIC EXCELLENCE THROUGH THE FACILITATION OF PHILANTHROPY AND EXTERNAL SUPPORT. IN ADDITION, THE FOUNDATION SUPPORTS THE FACULTY AND ADMINISTRATION IN THE DEVELOPMENT OF NEW AND INNOVATIVE PROGRAMS.",A,2322,75,Education
237230839,Claremont Community School of Music,Matthew,support@mymusicstaff.com,CA,A6E0,The mission of Claremont Community School of Music is to enrich the lives of individuals and the community through music; to provide outstanding instruction for amateur and aspiring professional musicians of all ages; to reach out to the community through diverse programs and public performances; to promote and nurture a lifelong passion for music; and most importantly to make music education available to all...one note at a time.,A,1336,75,Arts & Culture
813497019,TEMECULA INTERNATIONAL ACADEMY,Debra,aperalta@temeculainternational.org,CA,B29,THE ORGANIZATION IS A CALIFORNIA PUBLIC CHARTER SCHOOL,A,2322,75,Education
465499118,OASIS TRILINGUAL COMMUNITY SCHOOL INC,Tamara,enroll@oasistrilingualschool.org,CA,B24,"OASIS TRILINGUAL COMMUNITY SCHOOL,INC. IS ORGANIZED UNDER THE CALIFORNIA NONPROFIT BENEFIT CORPORATION LAW FOR PUBLIC AND CHARITABLE PURPOSES. THE SPECIFIC PURPOSE OF THE CORPORATION IS CREATE AND OPERATE A CO-EDUCATIONAL DAY SCHOOL, DEDICATED TO PROVIDING ITS STUDENTS WITH AN EXCELLENT ACADEMIC EDUCATION CONDUCTED IN MULTIPLE LANGUAGES, INCLUDING, BUT NOT LIMITED TO, ENGLISH, MANDARIN CHINESE AND SPANISH.",A,2322,75,Education
237222541,YUBA COMMUNITY COLLEGE DISTRICT,Wayne,foundation@yccd.edu,CA,N40,TO SEEK CHARITABLE CONTRIBUTIONS AND MANAGE FOUNDATION FUNDS FOR THE BETTERMENT OF STUDENT-CENTERED PROGRAMS AND SERVICES OF WOODLAND COMMUNITY COLLEGE AND YUBA COLLEGE.,A,490,75,Recreation
844199825,Renova Inc,Lisa,connect@renovasandiego.com,CA,P45,"See Form 990, Part I, Line 1",A,1655,75,Human Services
952083126,Death Valley Natural History Association,David,memberships@dvnha.org,CA,C60Z,Preserving & interpreting the natural & cultural resources of the region with government partners.,A,975,75,Environment
953030294,ANIMAL ASSISTANCE LEAGUE OF ORANGE CNTY,Colleen,AALOC@AALOC.org,CA,D200,"To aid lost and unwanted pets, help people with pet-related problems, promote responsible pet ownership and pet population control and prevent cruelty to animals through educational programs.",A,820,75,Animal-Related
203200225,US APPLE EXPORT COUNCIL,Cynthia,sarah.gelpi@bryantchristie.com,CA,S46,TO SUPPORT THE ECONOMIC HEALTH OF THE U.S. APPLE INDUSTRY BY DEVELOPING AND IMPLEMENTING AN INTERNATIONAL STRATEGIC PLAN TO EXPAND THE EXPORT OF U.S. APPLES.,A,441,75,Community Improvement
208865521,MOMS AGAINST POVERTY,Delfarib,scott@momsagainstpoverty.org,CA,P20,"MOMS AGAINST POVERTY (MAP) IS A GLOBAL 501(C)(3) NON-PROFIT ORGANIZATION WITH A MISSION TO LESSEN THE INCIDENCE AND EFFECTS OF POVERTY FOR IMPOVERISHED CHILDREN AROUND THE WORLD. THIS IS ACHIEVED THROUGH OUR DISASTER RELIEF, EDUCATION, HEALTH CARE & WELLNESS, HUNGER RELIEF & BASIC PROVISIONS, AND ORPHAN CARE PROGRAMS, ENABLING CHILDREN TO REACH THEIR FULLEST POTENTIAL.",A,1655,75,Human Services
460475333,INSTITUTE FOR MYELOMA & BONE CANCER,James,contactus@imbcr.org,CA,G30,"FORM 990 PART III LINE 1 THE INSTITUTE FOR MYELOMA AND BONE CANCER RESERACH IS ESTABLISHED FOR THE FOLLOWING PURPOSES: (I) TO PROMOTE RESEARCH IN TO THE CAUSES OF MYELOMA, BONE CANCER, AND RELATED DISORDERS, (II)TO SUPPORT THE DEVELOPMENT OF THERAPIES DESIGNED TO TREAT AND CONTROL MYELOMA, BONE CANCER, AND RELATED DISORDERS, AND (III) TO ADVANCE EFFORTS DIRECTED AT PREVENTING THE DEVELOPMENT OF MYELOMA, BONE CANCER, AND RELATED DISORDERS, INCLUDING THE TREATMENT OF PERSONS HAVING SUCH DISEASES. THE INSTITUTE'S TWO MAJOR ACTIVITIES WILL BE (1) RESEARCH RELATED TO THE CAUSES OF MYELOMA AND RELATED DISORDERS AND (2) DEVELOPMENT OF THERAPIES TO PREVENT AND TREAT MYELOMA AND RELATED DISORDERS.",A,577,75,Disease/Disorder
330070645,KEN JEWISH COMMUNITY,Alberto,kenmail@kenjc.org,CA,N200,A DAY CARE CENTER AND SUMMER CAMP FOR JEWISH YOUTH PROMOTING EDUCATIONAL SOCIAL CULTURAL AND RELIGIOUS EVENTS WITHIN THE COMMUNITY,A,490,75,Recreation
954604927,THE MR HOLLAND'S OPUS FOUNDATION,Felice,support@mhopus.org,CA,B80,"THE MR. HOLLAND'S OPUS FOUNDATION (MHOF) KEEPS MUSIC ALIVE IN OUR SCHOOLS BY PROVIDING VITAL SUPPORT SERVICES TO SCHOOL DISTRICTS, AND MUSICAL INSTRUMENTS TO UNDERFUNDED MUSIC PROGRAMS NATIONWIDE, GIVING UNDER-REPRESENTED YOUTH ACCESS TO THE MANY BENEFITS OF MUSIC EDUCATION, LEADING THEM TO SUCCESS IN SCHOOL, AND INSPIRING CREATIVITY AND EXPRESSION THROUGH PLAYING MUSIC. HUNDREDS OF THOUSANDS OF STUDENTS ACROSS THE COUNTRY HAVE BENEFITED.",A,2322,75,Education
237129943,That Man May See Inc,Deborah,allmaysee@ucsf.edu,CA,H41I,"The mission of All May See Foundation is to raise funds for UCSF Ophthalmology making possible breakthroughs in vision research, state-of-the-art patient care, opportunities for residents and fellows, and increase understanding of eye health among a community of friends.",A,287,75,Medical Research
471615623,FOODCYCLE,Nancy,hello@foodcyclela.org,CA,K30,"FOODCYCLE'S MISSION IS TO PROVIDE FOOD TO FOOD-INSECURE COMMUNITIES AND TO KEEP FOOD WASTE OUT OF LANDFILLS, WHICH HAS A POSITIVE EFFECT ON CLIMATE CHANGE.",A,596,75,Food/Agriculture
421742420,THE YUBA ENVIRONMENTAL SCIENCE CHARTER,Pamela,connect@yescharteracademy.org,CA,B29,"OUR MISSION IS TO CULTIVATE A NURTURING EDUCATIONAL ENVIRONMENT THAT PAIRS RIGOROUS SCIENTIFIC INQUIRY WITH THE HIGHEST STANDARDS OF BOTH ACADEMIC AND MORAL CONDUCT. WE SPARK STUDENTS TO BE: STEWARDS OF THE ENVIRONMENT, POSITIVE TEAM PLAYERS, ACADEMIC MASTERS, RESPONSIBLE CITIZENS, RESOURCEFUL, KIND.",A,2322,75,Education
562374305,PEER HEALTH EXCHANGE INC,Louise,jbelmont@peerhealthexchange.org,CA,O99,"PEER HEALTH EXCHANGE'S MISSION IS TO EMPOWER YOUNG PEOPLE WITH THE KNOWLEDGE, SKILLS, AND RESOURCES TO MAKE HEALTHY DECISIONS. WE DO THIS BY TRAINING COLLEGE STUDENTS TO TEACH A SKILLS-BASED HEALTH CURRICULUM IN UNDER-RESOURCED HIGH SCHOOLS ACROSS THE COUNTRY.",A,731,75,Youth Development
202368621,NUS AMERICA FOUNDATION INC,Joseph,administrator@nusamerica.org,CA,B124,"THE FOUNDATION'S MISSION IS TO SUPPORT THE NATIONAL UNIVERSITY OF SINGAPORE'S (NUS) MISSION OF GLOBAL EDUCATION, RESEARCH AND SERVICE BY FACILITATING CHARITABLE GIVING AND FOSTERING SUPPORT FROM US-BASED ALUMNI.",A,2322,75,Education
842156643,AVECTOR COMMUNITY GROUP INC,David,david.neal@avectorgroup.org,CA,B12,"TRANSITIONAL/EMERGENCY HOUSING, CASE MANAGEMENT & SUPPORTIVE SERVICES PROVIDER FOR THE DISABLED, HOMELESS, AND UNDERREPRESENTED TARGET POPULATIONS",A,2322,75,Education
453321212,PACIFIC OPERA PROJECT,Katherine,learn@pacificoperaproject.com,CA,A6A,"MUSICAL & DRAMATIC PERFORMANCES AND OUTREACH PUBLIC PERFORMANCES OF OPERATIC WORKS: EACH YEAR, PACIFIC OPERA PROJECT (POP) PRODUCED MULTIPLE OPERAS WITH TOTAL INDIVIDUAL PERFORMANCES SERVING AN AUDIENCE OF THOUSANDS.",A,1336,75,Arts & Culture
954591175,WOMEN IN ANIMATION INC,Marge,Events@wearewia.org,CA,A40,"WOMEN IN ANIMATION IS THE ONLY ORGANIZATION DEDICATED TO BUILDING A WORLD WHERE WOMEN SHARE EQUALLY IN THE CREATION, PRODUCTION AND REWARDS OF ANIMATION, AND WE PROVIDE RESOURCES AND CONNECTIONS TO MAKE IT HAPPEN.",A,1336,75,Arts & Culture
330174451,FRIENDS OF VISTA HILL FOUNDATION,Rachel,rpeniche@vistahill.org,CA,R62Z,"TO PROVIDE SUPPORT TO VISTA HILL FOUNDATION, A 501(C)3 PUBLIC CHARITY ORGANIZATION, BY CONDUCTING FUNDRAISING ACTIVITIES TO ASSIST THE FOUNDATION WITH ITS MISSION OF PROVIDING QUALITY BEHAVIORAL PROGRAMS FOR CHILDREN, ADOLESCENTS, AND ADULTS IN NEED THROUGHOUT SAN DIEGO.",A,525,75,Civil Rights
770071634,College of the Sequoias Foundation,Tim,foundationemail@cos.edu,CA,B42,"College of the Sequoias Foundation volunteers and staff cultivate and direct community resources to the College of the Sequoias in the areas that matter most to the district communities served. Some recent uses include student scholarships, educational equipment purchases, and capital improvements.",A,2322,75,Education
941393418,PAJARO VALLEY SHELTER SERVICES,Mike,give@pvshelter.org,CA,P43Z,Pajaro Valley Shelter Services provides families with a path toward self-sufficient futures through short-and longer-term housing and supportive services.,A,1655,75,Human Services
951590412,University Cooperative Housing Assoc,Woodburn,officecrew@ucha.coop,CA,B80Z,"The University Cooperative Housing Association ( UCHA) provides reasonable-cost housing to university students, visiting scholars, and faculty of UCLA. It also provides this service to other nearby educational institutions.",A,2322,75,Education
202573758,HOUSING AND ECONOMIC RIGHTS ADVOCATES,Maeve,inquiries@heraca.org,CA,R20,"HERA is a California statewide, not-for-profit legal service and advocacy organization dedicated to helping Californians - particularly those most vulnerable - build a safe, sound financial future, free of discrimination and economic abuses, in all aspects of household financial concerns. We provide free legal services, consumer workshops, training for professionals and community organizing support, create innovative solutions and engage in policy work locally, statewide and nationally.",A,525,75,Civil Rights
831745694,Da Vinci Schools LA County,Lida,aoku@davincischools.org,CA,B29,"Da Vinci Schools: LA County consists of a public charter school, RISE High, which exists to provide our students an individualized education through the coalescence of their personal and professional goals, their interests, and the academic skills necessary for success in the high-demand, constantly-changing world around them. Our school is a haven for students experiencing housing instability, foster and transition-age youth, and other students traditionally left out of the larger educational narrative. RISE will serve as a home where student voice is amplified and student needs are prioritized, resulting in a family environment where all individuals feel affirmed, valued, trusted, and supported towards their future goals.",A,2322,75,Education
942846388,NEVADA CITY COMMUNITY BROADCAST GROUP,Brian,nnfl2003commish@aol.com,CA,A33Z,"KVMR PROVIDES COMMUNITY MEMBERS OPPORTUNITIES TO CONNECT THROUGH THE DEVELOPMENT AND PRODUCTION OF MUSIC, NEWS, AND PUBLIC AFFAIRS PROGRAMS THAT ENTERTAIN, INFORM AND EDUCATE.",A,1336,75,Arts & Culture
954840800,ROUNDTABLE ACADEMY,Yu-Yi,Service@LifeAcademy.Org,CA,P50,THE CORPORATION IS ORGANIZED UNDER CHARITABLE PURPOSE. ITS CHARITABLE PURPOSE IS TO PROMOTE AND ENHANCE PERSONAL DEVELOPMENT AND ORGANIZATION AL DEVELOPMENT PROGRAMS TO BRING OUT THE NATURE OF LOVE FOR CARING & GIVING.,A,1655,75,Human Services
941748527,Santa Rosa Players DBA,Dorothy,boxoffice@6thstreetplayhouse.com,CA,A650,"6th Street Playhouse is a performing arts theater that engages, entertains and inspires a diverse community. We do this by consistently producing plays, musicals, and educational programs that are of the highest quality and reach the broadest possible constituency.",A,1336,75,Arts & Culture
953855705,RAINBOW SERVICES,Gina,communications@rainbowservicesdv.org,CA,P43Z,THE MISSION OF RAINBOW SERVICES IS TO PROVIDE EMERGENCY SHELTER AND OTHER SERVICES FOR VICTIMS OF DOMESTIC VIOLENCE. THE ORGANIZATION SEEKS TO END THE CYCLE OF FAMILY VIOLENCE.,A,1655,75,Human Services
680326851,INTEGRATED COMMUNITY SERVICES,Abigail,ICS@connectICS.org,CA,P80,PROVIDE SUPPORTED EMPLOYMENT PROGRAMS AND INDEPENDENT LIVING SKILLS TRAINING FOR INDIVIDUALS WITH UNIQUE CAPABILITIES BUT LIMITED ACCESS TO THE COMMUNITY.,A,1655,75,Human Services
330959505,THE BON TEMPS SOCIAL CLUB OF SAN DIEGO,Al,catherine@catherinemiller.com,CA,A6C,TO PROMOTE THE APPRECIATION OF CAJUN MUSIC AND CULTURE.,A,1336,75,Arts & Culture
942358275,ASSOCIATED REHABILITATION PROGRAM FOR WOMENINC,Lisa,alphaoaks@alphaoaks.org,CA,F20Z,RESIDENTIAL TREATMENT FOR WOMEN WITH ALCOHOL AND OTHER DRUG ABUSE CHALLENGES.,A,479,75,Mental Health
832892633,IWSI AMERICA INC,Nicholas,arush@rosengrouppr.com,CA,O50,"SUPPORTING WORKFORCE DEVELOPMENT THROUGH CONSULTING SERVICES AND PROGRAMS LIKE READY, WILLING & ABLE, PROVIDING TRAINING AND EMPLOYMENT OPPORTUNITIES TO INDIVIDUALS WITH DISABILITIES AND THOSE FACING BARRIERS TO EMPLOYMENT.",A,731,75,Youth Development
330320305,Mainly Mozart Inc,Nancy,boxoffice@mainlymozart.org,CA,A610,"Enrich the lives of todays and tomorrows passionate music lovers by connecting them to the genius and innovation of Mozart and the Masters, to world-class musicians and music-making, and to each other.",A,1336,75,Arts & Culture
330818233,LADERA RANCH COMMUNITY SERVICES,Armando,contact.larmac@laderalife.com,CA,S80,"TO PROMOTE SOCIAL WELFARE AND A SENSE OF COMMUNITY FOR OVER 6,700 RESIDENTS IN LADERA RANCH COMMUNITY BY PROVIDING VARIOUS EVENTS AND ACTIVITIES. TO HOST AND MANAGE LADERALIFE, A COMMUNITY BASED INTRANET FOR MEMBERS OF LADERA RANCH. ON-SITE STAFF IS AVAILABLE TO PROVIDE INFORMATION FOR NEW AND EXISTING MEMBERS OF THE COMMUNITY.",A,441,75,Community Improvement
460779614,FUNDACION GOL INTERNATIONAL CULTURAL,Anna,anna@ba-cup.com,CA,N64,"The primary objectives and purposes of this corporation shall be: To assist low-income and disadvantaged students, including female soccer players from the United States and other nations, to participate in cross-cultural exchanges, that promote learning foreign languages, meeting students from other nations, and promoting international soccer through participation in international soccer programs;To provide youths and adults the opportunity to play soccer regardless of gender and economic resources;To provide facilities for others to engage in the promotion of soccer, generally.",A,490,75,Recreation
943056179,INK PEOPLE INC,Leslie,inkers@inkpeople.org,CA,A200,"SINCE 1979, THE INK PEOPLE IS A COMMUNITY BASED ARTS AND CULTURAL ARTS AGENCY WITH AN ADMINISTRATIVE HUB IN EUREKA AND SERVICING THE GREATER NORTH COAST REGION. THE INK PEOPLE CHANGES LIVES BY CONNECTING THE COMMUNITY WITH RESOURCES FOR CULTURAL DEVELOPMENT. WE ENCOURAGE PEOPLE TO EXERCISE THEIR HUMANITY, BUILD CIVIC DISCOURSE, AND ENGAGE THEIR CREATIVE POTENTIAL. WE ARE ORGANIZED ON COMMUNITY ACCESS PRINCIPLES AND THE BELIEF THAT ART, IN ALL ITS FORMS, IS ESSENTIAL TO THE HUMAN SPIRIT AND WELL BEING.",A,1336,75,Arts & Culture
237168782,PASADENA AUDUBON SOCIETY,Lois,paperless@pasadenaaudubon.org,CA,D30,"TO BRING THE EXCITEMENT OF BIRDS TO OUR COMMUNITY THROUGH BIRDING, EDUCATION, AND THE CONSERVATION OF BIRD HABITATS.",A,820,75,Animal-Related
943197247,Smuin Ballet,Madeleine,boxoffice@smuinballet.org,CA,A630,"Smuin Contemporary Ballet thrives on diverse views and dance styles to create art that is original, evocative, and entertaining. By creating a platform for artists to flourish, we foster innovation. By embracing bold ideals and ideas, we unleash the limitless power of dance. We are committed to sharing our passion for dance through performances, classes, and community engagement.",A,1336,75,Arts & Culture
953146855,CENTRO DE NINOS INC,Ilbert,hello@centrodeninos.com,CA,P330,"OUR MISSION IS PROVIDING QUALITY CHILD CARE/ CHILD DEVELOPMENT SERVICES IN A SAFE, WELCOMING ATMOSPHERE WHERE CHILDREN WILL BE ENCOURAGED TO LEARN AND THRIVE. OUR GOALS ARE TO ENCOURAGE CHILDREN TO DEVELOP THEIR UNIQUE TALENTS, RETAIN HIS/ HER LIFE EXPERIENCES THAT ORIGINATE FROM HIS/ HER OWN BACKGROUND, AS WELL AS PROVIDING AN ATMOSPHERE WHERE CHILDREN CAN CREATE, PRETEND, EXPLORE, BUILD, COUNT, PLAY, SING, AND LEARN ABOUT THEMSELVES AND OTHERS. IN ADDITION, WE ARE COMMITTED TO ASSISTING EACH CHILD GRADUATING FROM OUR PROGRAM TO MASTER THE SKILLS TO ENTER KINDERGARTEN, AND MAINTAIN A HEALTHY SELF-CONFIDENCE.",A,1655,75,Human Services
942632969,Central California Family Crisis Center,Mickie,services@ccfamilycrisis.org,CA,P43Z,"The Organization provides shelter, meals, clothing and counseling for victims of domestic violence, housing crisis, and/or poverty.",A,1655,75,Human Services
843666972,Oakland Genesis,Dan,matt@oaklandgenesis.org,CA,N64,"Oakland Genesis provides afterschool soccer programming to 4 Oakland Unified School District Middle Schools. Oakland Genesis also provides cost free competitive soccer programming to middle school aged participants that include professional coaching, competitive games, optional transportation, academic support and mentorship.",A,490,75,Recreation
813653698,OneFuture Coachella Valley,Sheila,Info@OneFutureCV.org,CA,B82,"OneFuture drives a transformative regional effort that opens the door for students in need. We lead the Coachella Valley Regional Plan for College and Career Success which brings together community partners to equip students with the skills development, mentorship and career experience they need to contribute their gifts and thrive.",A,2322,75,Education
800856991,COVENANT CHILDREN'S CENTER,John,cccoffice@covenantchildrenscenter.com,CA,B24,THE ORGANIZATION STRIVES TO CREATE A NURTURING FAMILY ENVIRONMENT AND GUIDE THE EMOTIONAL AND INTELLECTUAL GROWTH OF YOUNG CHILDREN WITH A FOCUS ON DEVELOPING SELF-CONFIDENCE AND POSITIVE SOCIAL SKILLS - ALL WHILE HAVING FUN.,A,2322,75,Education
770541235,THE HOWARD SCHOOL,Jack,admissions@thehowardschool.org,CA,B24,"TO PROVIDE PRESCHOOL THROUGH 8TH GRADE STUDENTS WITH A CARDEN CURRICULUM EDUCATION IN SANTA BARBARA COUNTY. OUR GOAL IS TO PROMOTE THE GROWTH OF THE WHOLE CHILD INCLUDING EMOTIONAL AND PHYSICAL DEVELOPMENT COUPLED WITH THE PURSUIT OF ACADEMIC EXCELLENCE. SMALL CLASS SIZES ALLOW TEACHERS TO WORK CLOSELY WITH EACH CHILD TO DEVELOP STRENGTHS AND TARGET AREAS OF WEAKNESS.THE SCHOOL ENCOURAGES PARENTS, GRANDPARENTS AND FAMILY MEMBERS TO PARTICIPATE IN A VARIETY OF VOLUNTEER PROGRAMS. STUDENTS APPRECIATE THEIR FAMILIES' VALUABLE CONTRIBUTIONS TO THE SCHOOL COMMUNITY.",A,2322,75,Education
770474749,FOUNDATION FOR EXCELLENCE INC,Minoo,india_support@ffe.org,CA,B82,TO BRING ABOUT A TRANSFORMATION IN THE LIVES OF BRILLIANT BUT FINANCIALLY NEEDY STUDENTS IN INDIA.THE MISSION IS ACCOMPLISHED BY PROVIDING FINANCIAL ASSISTANCE TO ENABLE STUDENTS TO CONTINUE AND COMPLETE THEIR HIGHER PROFESSIONAL EDUCATION IN INDIA.,A,2322,75,Education
753018096,JESUS MINISTRIES INTERNATIONAL,Joseph,jmchennai@jesusministries.org,CA,X20,"TO MINISTER TO THE CHURCH AT LARGE THE HEALING LOVE OF GOD VIA PREACHING AND TEACHING THE TRUTH OF THE BIBLE. THROUGH PREACHING THE WORD OF GOD, PEOPLE WILL EXPERIENCE THE PEACE OF GOD, COMFORT FOR THEIR SOULS, AND HEALING OF BROKEN HEARTSAND BRUISED MINDS.",A,749,75,Religion
370740251,San Diego Education Association,Abdul,weinberg_k@sdea.net,CA,B80Z,Provide scholarships to students in the San Diego Unified School District.,A,2322,75,Education
470978716,Coalition for Responsible and Equitable,Jeffrey,jeff@CREEDLA.com,CA,S31,"To ensure that the workers in the construction industry in Los Angeles are highly trained and professional. The organization seeks the creation of good jobs, safety for workers, health care and a secure retirement for working families.",A,441,75,Community Improvement
